brand,model,aggregateRating/ratingValue,aggregateRating/reviewCount,offers/price,offers/priceCurrency,depth,width,features/0/description,features/1/description
HP,15-fe0073dx,4.7,57.0,,USD,8.99,14.07,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.","Always see your content at its best with 178-degree wide-viewing angles, FHD and a vibrant picture. And with touchscreen technology, you can control your PC right from the screen."
MSI,Crosshair 16 A13VGK-815US,4.6,173.0,,USD,,,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",The 1920 x 1200 resolution with 144hz boasts impressive color and clarity. Energy-efficient LED backlight.
Microsoft,QEZ-00052,4.7,655.0,,USD,8.2,11.3,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,Surface Pro 9 gives you the tablet flexibility you want and the laptop performance and battery life⁴ you need to move through your day — all in one ultra-portable device.
Microsoft,QIL-00035,4.8,517.0,,USD,8.2,11.3,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,Surface Pro 9 gives you the tablet flexibility you want and the laptop performance and battery life⁴ you need to move through your day — all in one ultra-portable device.
LG,14Z90RS-K.AAW7U1,5.0,2.0,,USD,0.63,12.3,"Windows 11 brings you closer to what you love. Pursue your passions and maximize your productivity with the new Windows 11. Built with tools to help you multitask, think, create, and connect—all designed with simplicity and intuition in mind.","A 14"" OLED screen with a 100% DCI-P3 ² color gamut and perfect black, LG gram Style delivers exceptional image resolution with true-to-life detail."
ASUS,GU604VI-M16.I94070,4.6,883.0,,USD,13.98,9.7,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",The 240Hz ultra bright 500 nits display features a 16:10 2560x1600 resolution that gives you more space for toolbars and tabs. Don't worry about ghosting with the 3ms response time.
ASUS,FA617NS-A16.R77600,4.5,943.0,,USD,13.97,9.92,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","The 165Hz Full HD 1920x1080 display features adaptive sync to minimize screen tearing, while playing your favorite games."
Microsoft,RBG-00062,4.7,170.0,,USD,8.8,12.1,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,"Family, friends, passions, music, creations – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next."
Microsoft,R1S-00001,4.7,423.0,,USD,8.8,12.1,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,"Family, friends, passions, music, creations – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next."
Microsoft,R1S-00026,4.7,423.0,,USD,8.8,12.1,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,"Family, friends, passions, music, creations – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next."
Microsoft,UCI-00001,4.8,224.0,,USD,11.3,8.2,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,Surface Pro 9 delivers blazing-fast Pro performance with 12th Gen Intel Core processors² on select configurations and up to 15.5  hours of battery life.⁴
MSI,BRAVO15C7084,4.5,143.0,,USD,,,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",The 1920 x 1080 resolution with 144hz refresh and 3ms response time boasts impressive color and clarity. Energy-efficient LED backlight.
HP,15-fe0053dx,4.8,2096.0,,USD,8.99,14.07,"From a rejuvenated Start menu, to new ways to connect to your favorite people, news, games, and content—Windows 11 is the place to think, express, and create in a natural way.","Always see your content at its best with 178-degree wide-viewing angles, FHD and a vibrant picture. And with touchscreen technology, you can control your PC right from the screen."
Microsoft,RBG-00026,4.7,170.0,,USD,8.8,12.1,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,"Family, friends, passions, music, creations – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next."
Microsoft,QZI-00001,4.7,170.0,,USD,8.8,12.1,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,"Family, friends, passions, music, creations – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next."
Microsoft,R1S-00051,4.7,423.0,,USD,8.8,12.1,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,"Family, friends, passions, music, creations – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next."
Acer,PHN16-71-73RR,4.8,140.0,949.99,USD,11.02,14.18,"Windows 11 was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","At 16” with a 16:10 aspect ratio, the pristine WUXGA (1920 x 1200) IPS panel has a fast 165Hz refresh rate, NVIDIA G-SYNC technology, 3ms Overdrive response time, 400nit Brightness and is 100% sRGB."
HP,14-ek0013dx,4.5,685.0,,USD,8.27,12.68,"Experience the most secure Windows ever built with fast boot times, increased responsiveness, and added protection against phishing and malware.",Crystal-clear visuals with 178-degree wide-viewing angles.
Dell,G5530-7527BLK-PUS,4.6,163.0,,USD,10.8,14.07,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",1920 x 1080 resolution with native 1080p support to showcase your games and HD movies with impressive color and clarity. Energy-efficient LED backlight.
Samsung,NP960XFH-XA3US,4.4,45.0,,USD,13.99,9.86,"If you can dream it, you can do it with a remarkable PC that’s brimming with power. Featuring lightning like performance for big ideas, our most powerful processor series yet helps you code, design and create without restraint.","Whether you’re rendering video for a film project or dabbling in some after hours gaming, the latest NVIDIA graphics card brings visuals to life like a dream."
Microsoft,RBY-00001,4.8,89.0,,USD,9.6,13.4,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,"Family, friends, passions, music, creations – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next."
Razer,RZ09-0483UEJ4-R3U1,3.5,33.0,,USD,13.98,9.61,Packed for pure performance with 1.50 gPD (Graphics Power Density) and delivers up to 35% more graphic power per inch than any other 16 gaming laptop,"From full-blown AAA gaming to full-on content creation, run resource-intensive tasks flawlessly with the most powerful mobile processor leveraging desktop-grade silicon"
Microsoft,RBG-00051,4.7,170.0,,USD,8.8,12.1,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,"Family, friends, passions, music, creations – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next."
Samsung,NP730QFG-KA2US,4.7,106.0,,USD,18.2,9.6,"From all night rabbit holes to hobbies to intensive DIY projects, explore your world at the speed of thought. This processor can keep up with your curiosity.","Explore your passions from just about anywhere with Galaxy Book3 360. Featuring a thin, lightweight design that’s made to move with you, this PC is always ready to help you pursue your interests."
